res_neg/2567.jpg 1 0 0 50 50
res_neg/1384.jpg 1 0 0 50 50
res_neg/1498.jpg 1 0 0 50 50
res_neg/945.jpg 1 0 0 50 50
res_neg/244.jpg 1 0 0 50 50
res_neg/579.jpg 1 0 0 50 50
res_neg/2293.jpg 1 0 0 50 50
res_neg/1612.jpg 1 0 0 50 50
res_neg/1793.jpg 1 0 0 50 50
res_neg/135.jpg 1 0 0 50 50
res_neg/2272.jpg 1 0 0 50 50
res_neg/2308.jpg 1 0 0 50 50
res_neg/1925.jpg 1 0 0 50 50
res_neg/832.jpg 1 0 0 50 50
res_neg/1574.jpg 1 0 0 50 50
res_neg/1707.jpg 1 0 0 50 50
res_neg/2317.jpg 1 0 0 50 50
res_neg/1387.jpg 1 0 0 50 50
res_neg/2123.jpg 1 0 0 50 50
res_neg/1567.jpg 1 0 0 50 50
res_neg/210.jpg 1 0 0 50 50
res_neg/570.jpg 1 0 0 50 50
res_neg/993.jpg 1 0 0 50 50
res_neg/2550.jpg 1 0 0 50 50
res_neg/323.jpg 1 0 0 50 50
res_neg/151.jpg 1 0 0 50 50
res_neg/1905.jpg 1 0 0 50 50
res_neg/2423.jpg 1 0 0 50 50
res_neg/2445.jpg 1 0 0 50 50
res_neg/2755.jpg 1 0 0 50 50
res_neg/2033.jpg 1 0 0 50 50
res_neg/1477.jpg 1 0 0 50 50
res_neg/1952.jpg 1 0 0 50 50
res_neg/2952.jpg 1 0 0 50 50
res_neg/1811.jpg 1 0 0 50 50
res_neg/2422.jpg 1 0 0 50 50
res_neg/1526.jpg 1 0 0 50 50
res_neg/2008.jpg 1 0 0 50 50
res_neg/2596.jpg 1 0 0 50 50
res_neg/1087.jpg 1 0 0 50 50
res_neg/1311.jpg 1 0 0 50 50
res_neg/30.jpg 1 0 0 50 50
res_neg/1509.jpg 1 0 0 50 50
res_neg/2392.jpg 1 0 0 50 50
res_neg/2824.jpg 1 0 0 50 50
res_neg/896.jpg 1 0 0 50 50
res_neg/1444.jpg 1 0 0 50 50
res_neg/2801.jpg 1 0 0 50 50
res_neg/2549.jpg 1 0 0 50 50
res_neg/524.jpg 1 0 0 50 50
res_neg/2076.jpg 1 0 0 50 50
res_neg/2088.jpg 1 0 0 50 50
res_neg/1319.jpg 1 0 0 50 50
res_neg/1969.jpg 1 0 0 50 50
res_neg/948.jpg 1 0 0 50 50
res_neg/2083.jpg 1 0 0 50 50
res_neg/2916.jpg 1 0 0 50 50
